gstin,is_fraud,fraud_type,xgb_score,anomaly_score,graph_risk_score,in_circular_ring,rule_score,rule_flags,flag_count,ensemble_score,models_agreeing,risk_level,lstm_score
05SKOGQ1496W3Z8,0,none,3.71,29.36,42.78,0,0,No flags,0,18.6,0,LOW,16.12
18EMPCL3396A4ZO,0,none,6.78,20.48,37.74,0,16,1 missing return(s) | Invoice match rate 84%,2,18.82,0,LOW,14.15
01PBXNF4832S7Z2,0,none,3.46,23.6,36.870000000000005,0,20,3 missing returns (high),1,19.3,0,LOW,17.62
29PBUVK5611W7Z2,0,none,6.01,24.16,44.71,0,0,No flags,0,18.5,0,LOW,15.44
11EXCSQ8422C6ZQ,0,none,7.99,11.82,42.260000000000005,0,20,3 missing returns (high),1,20.0,0,LOW,25.09
13XIBMJ3148L5ZN,0,none,12.25,8.33,42.15,0,16,1 missing return(s) | Invoice match rate 85%,2,18.86,0,LOW,15.21
13USJVI0621U5ZJ,0,none,9.02,14.74,45.08,0,8,Invoice match rate 78%,1,18.72,0,LOW,15.73
19OGEZE1691L3ZM,0,none,13.22,14.42,44.32,0,0,No flags,0,18.47,0,LOW,15.84
02PSNCU6792P5ZX,0,none,2.33,19.19,42.7,0,20,3 missing returns (high),1,19.0,0,LOW,14.83
37DNDEA6205J3Z3,0,none,19.13,7.77,42.55,0,0,No flags,0,18.35,0,LOW,15.43
09LJUAN7978C9ZU,0,none,14.86,10.15,41.35,0,8,2 missing return(s),1,18.87,0,LOW,18.05
02DOTYR8209T1ZW,0,none,6.83,14.02,43.92,0,16,1 missing return(s) | Invoice match rate 73%,2,18.98,0,LOW,16.24
33QBDNE6884K9ZT,0,none,21.21,16.11,26.47,0,8,1 missing return(s),1,18.55,0,LOW,15.41
21EHJBJ3851D2ZJ,0,none,8.69,12.22,47.89,0,8,Invoice match rate 84%,1,18.64,0,LOW,15.33
04ANCZR4442L3ZF,0,none,0.67,54.5,21.59,0,0,No flags,0,18.26,0,LOW,13.16
23JEVHD6637T4ZL,0,none,9.9,16.23,42.14,0,8,1 missing return(s),1,18.62,0,LOW,15.28
06YWPJE6643U5Z2,0,none,8.68,13.63,41.63,0,16,1 missing return(s) | Invoice match rate 80%,2,18.9,0,LOW,15.8
03COCJU8951Q1Z9,0,none,1.42,28.46,46.57,0,0,No flags,0,18.5,0,LOW,15.66
07DMTSH1013U2Z4,0,none,1.95,16.74,47.88,0,16,1 missing return(s) | Invoice match rate 81%,2,18.92,0,LOW,15.62
17AAXGY1696X5ZT,0,none,1.78,29.13,21.28,0,40,3 missing returns (high) | New company (1yr) with high turnover,2,20.09,1,LOW,20.66
33ZAWTS0338F6ZQ,0,none,11.1,24.65,36.64,0,0,No flags,0,18.34,0,LOW,15.28
37TSOCM2817K8ZB,0,none,6.41,17.44,38.43,0,20,3 missing returns (high),1,18.87,0,LOW,14.53
13CZWDW1931H1ZB,0,none,10.13,18.31,39.55,0,8,2 missing return(s),1,18.95,0,LOW,19.02
20KGHNT2967X9Z1,0,none,7.64,20.21,41.11,0,8,1 missing return(s),1,18.63,0,LOW,15.66
12GUYDN7414I5Z2,0,none,11.85,14.16,46.03,0,0,No flags,0,18.31,0,LOW,15.15
17DOAPM1560F2Z7,0,none,12.69,8.27,45.98,0,8,1 missing return(s),1,18.68,0,LOW,16.63
11WSHKC4559C8ZA,0,none,7.15,10.07,39.89,0,28,3 missing returns (high) | Invoice match rate 82%,2,19.2,0,LOW,15.79
33IDCAY3879U9ZF,0,none,3.11,20.37,40.04,0,20,3 missing returns (high),1,18.7,0,LOW,12.77
03LRGWX3781K1ZH,0,none,2.12,23.4,40.74,0,16,2 missing return(s) | Invoice match rate 83%,2,19.12,0,LOW,18.12
04VPVNU6448S4ZS,0,none,4.2,25.47,40.59,0,8,Invoice match rate 84%,1,18.6,0,LOW,15.22
29WPSNM9875Y4Z6,0,none,5.56,20.03,44.06,0,8,2 missing return(s),1,19.67,0,LOW,26.24
11PQVZO4896C5ZX,0,none,4.77,12.7,52.49,0,8,1 missing return(s),1,18.59,0,LOW,15.42
22XUROS4617N8ZJ,0,none,7.08,13.93,40.83,0,20,New company (1yr) with high turnover,1,18.9,0,LOW,15.29
32WMBDM5675R2ZZ,0,none,8.46,12.86,39.93,0,20,3 missing returns (high),1,19.01,0,LOW,16.59
23QEABN1127X1ZO,0,none,9.3,10.56,48.25,0,8,Invoice match rate 81%,1,18.67,0,LOW,16.62
36IHQFY2030P7ZD,0,none,7.77,18.63,42.3,0,8,1 missing return(s),1,18.65,0,LOW,16.38
19HMWFG2062V3ZI,0,none,12.1,13.11,41.75,0,8,1 missing return(s),1,18.5,0,LOW,15.2
01XGRWM9413E5ZT,0,none,3.91,23.88,42.44,0,8,1 missing return(s),1,18.98,0,LOW,19.38
04PYUMA5842C8ZQ,0,none,0.7,33.84,41.79,0,0,No flags,0,18.45,0,LOW,15.97
32XUQMD7854N4ZN,0,none,4.13,19.5,46.510000000000005,0,8,2 missing return(s),1,18.5,0,LOW,14.59
16DIHVB6896A5Z0,0,none,15.66,6.34,43.52,0,8,1 missing return(s),1,18.4,0,LOW,14.51
14PMUZF1160T2ZH,0,none,14.46,13.44,38.07,0,8,2 missing return(s),1,18.52,0,LOW,15.73
01LZDJS9239J1ZQ,0,none,3.78,21.86,44.55,0,8,Invoice match rate 78%,1,18.69,0,LOW,16.7
14YQFSQ8809X6ZC,0,none,3.77,24.88,41.56,0,8,1 missing return(s),1,18.94,0,LOW,19.15
06WXFNS4340X3ZY,0,none,3.89,23.47,38.0,0,16,1 missing return(s) | Invoice match rate 82%,2,19.14,0,LOW,18.86
33PTDUK1992M8Z3,0,none,6.87,20.61,46.3,0,0,No flags,0,18.3,0,LOW,15.21
23DSHGD7439V5ZU,0,none,9.26,9.37,44.54,0,16,2 missing return(s) | Invoice match rate 84%,2,19.13,0,LOW,19.31
07WXAMR0519I6ZO,0,none,6.79,23.21,43.78,0,0,No flags,0,18.38,0,LOW,16.02
05IIUBF8567Y8ZX,0,none,6.62,38.92,23.45,0,8,1 missing return(s),1,18.57,0,LOW,15.79
24DCJRA8595C5ZS,0,none,5.49,14.51,37.4,0,28,1 missing return(s) | New company (1yr) with high turnover,2,19.46,0,LOW,19.11
01KIOPA3602D8ZV,0,none,8.43,20.25,44.33,0,0,No flags,0,18.26,0,LOW,15.22
29RMYCX6166A8Z6,0,none,7.14,20.11,46.28,0,0,No flags,0,18.29,0,LOW,15.38
20KCJXW5651J3ZX,0,none,6.75,15.93,39.02,0,20,3 missing returns (high),1,19.2,0,LOW,18.85
11EBOXD8950R4ZP,0,none,26.9,1.4,37.35,0,0,No flags,0,18.11,0,LOW,15.1
37JEXIW3401P8ZK,0,none,5.2,21.65,47.43,0,0,No flags,0,18.3,0,LOW,15.47
15VFAPR8931B4ZK,0,none,6.15,26.38,24.57,0,28,3 missing returns (high) | Invoice match rate 79%,2,18.96,0,LOW,14.25
37ZNQPW7260G1ZR,0,none,9.4,10.2,43.4,0,16,1 missing return(s) | Invoice match rate 81%,2,18.68,0,LOW,15.06
10UEAVS6105T1ZC,0,none,9.93,11.73,45.91,0,8,1 missing return(s),1,18.46,0,LOW,15.18
20HHIND0575L6Z7,0,none,9.36,22.65,40.56,0,0,No flags,0,18.29,0,LOW,15.75
09HFEWU1643G3Z9,0,none,13.15,10.7,42.4,0,8,Invoice match rate 83%,1,18.45,0,LOW,15.44
19UGWWB5386A3ZJ,0,none,9.91,21.33,41.13,0,0,No flags,0,18.26,0,LOW,15.41
33RFTDF9812O8Z6,0,none,6.77,44.18,22.64,0,0,No flags,0,18.25,0,LOW,15.16
14LFNKN3367E5ZF,0,none,14.42,19.1,36.97,0,0,No flags,0,18.17,0,LOW,15.11
13LMEAL8454F7Z4,0,none,3.42,19.98,34.67,0,28,1 missing return(s) | New company (1yr) with high turnover,2,19.06,0,LOW,15.35
04LPINQ1838J5ZE,0,none,7.82,13.5,46.97,0,8,2 missing return(s),1,18.64,0,LOW,17.07
37AHNQM7418O1ZJ,0,none,9.26,12.14,41.49,0,16,2 missing return(s) | Invoice match rate 85%,2,18.61,0,LOW,14.75
37AGUUY9141Y9Z3,0,none,11.52,14.43,33.66,0,20,3 missing returns (high),1,19.26,0,LOW,20.26
29ZYVTA6998H4ZN,0,none,6.05,17.51,38.17,0,20,3 missing returns (high),1,18.8,0,LOW,15.35
36NGKRW7861A6ZL,0,none,7.66,10.87,44.98,0,16,1 missing return(s) | Invoice match rate 85%,2,18.61,0,LOW,14.61
04ZZZCD8223E1ZD,0,none,2.97,20.43,39.58,0,20,3 missing returns (high),1,18.89,0,LOW,15.97
37WGIUK0636K8ZU,0,none,11.91,9.75,40.11,0,16,1 missing return(s) | Invoice match rate 83%,2,19.02,0,LOW,19.22
17AVHYM2956O3ZJ,0,none,12.76,14.85,43.42,0,0,No flags,0,18.19,0,LOW,15.47
33DJJOV6593X5Z5,0,none,6.21,22.53,40.1,0,8,Invoice match rate 77%,1,18.49,0,LOW,15.68
24SHXNW2011Z2Z8,0,none,3.12,17.1,37.870000000000005,0,28,3 missing returns (high) | Invoice match rate 81%,2,19.16,0,LOW,16.5
12CSKCO6869G7Z3,0,none,13.33,8.63,43.99,0,8,Invoice match rate 84%,1,18.29,0,LOW,14.3
19HDRKH5459M1Z7,0,none,8.2,12.52,47.25,0,8,1 missing return(s),1,18.52,0,LOW,16.26
05KYUSW5196Q8ZR,0,none,4.68,14.14,43.35,0,20,3 missing returns (high),1,18.79,0,LOW,15.41
37LMVVD5190U9ZU,0,none,1.57,21.57,47.46,0,8,2 missing return(s),1,18.46,0,LOW,15.23
16GFHPC9150R7ZH,0,none,2.7,28.0,34.61,0,16,2 missing return(s) | Invoice match rate 75%,2,18.8,0,LOW,16.6
27EDRPX3288M4ZI,0,none,6.64,21.21,40.69,0,8,2 missing return(s),1,18.44,0,LOW,15.52
37CEFCX1398D6Z3,0,none,5.88,18.53,44.38,0,8,1 missing return(s),1,18.39,0,LOW,15.04
36JPJOH8475K1Z5,0,none,10.12,11.19,41.0,0,16,2 missing return(s) | Invoice match rate 84%,2,18.64,0,LOW,15.62
18GXFWU7941R7Z1,0,none,7.83,12.47,47.7,0,8,1 missing return(s),1,18.72,0,LOW,18.58
01JEPRQ6395Z2Z3,0,none,14.63,11.73,38.89,0,8,1 missing return(s),1,18.43,0,LOW,16.25
08PXMIJ9413G7ZL,0,none,1.97,23.05,45.3,0,8,2 missing return(s),1,18.96,0,LOW,20.53
01GBEAM6536U6ZT,0,none,5.07,24.21,39.8,0,8,2 missing return(s),1,18.77,0,LOW,18.88
19YTTNH0183E2ZK,0,none,4.57,11.14,41.56,0,28,1 missing return(s) | New company (1yr) with high turnover,2,18.99,0,LOW,15.49
22ELPOA3341I6ZG,0,none,18.32,5.99,39.42,0,8,Invoice match rate 81%,1,18.4,0,LOW,16.37
20AWMSJ6012K9ZM,0,none,3.33,31.3,35.08,0,8,1 missing return(s),1,18.3,0,LOW,14.2
04CJHJV8660S1ZK,0,none,7.85,13.44,41.81,0,16,1 missing return(s) | Invoice match rate 82%,2,18.53,0,LOW,14.55
13TNQCO1837K6Z4,0,none,6.58,15.57,39.04,0,20,3 missing returns (high),1,18.82,0,LOW,16.36
22LHIPH8510Q5Z0,0,none,4.17,11.56,41.6,0,28,3 missing returns (high) | Invoice match rate 85%,2,19.19,0,LOW,17.62
14INMZF8923X4Z8,0,none,16.76,3.31,39.41,0,16,1 missing return(s) | Invoice match rate 83%,2,18.55,0,LOW,15.67
20PUQBW7733Q3ZP,0,none,2.95,31.16,40.46,0,0,No flags,0,18.28,0,LOW,16.35
20OKWYA5845T8ZX,0,none,15.24,7.84,36.97,0,16,1 missing return(s) | Invoice match rate 80%,2,18.55,0,LOW,15.64
01VNURC7184E3ZO,0,none,0.99,26.26,43.27,0,8,1 missing return(s),1,18.49,0,LOW,16.13
18JRZAJ7101G3ZC,0,none,14.95,15.52,39.28,0,0,No flags,0,18.12,0,LOW,15.81
13XSJKE9536J4Z0,0,none,3.63,16.81,41.81,0,20,3 missing returns (high),1,19.31,0,LOW,21.23
33BTMZW5232N3ZO,0,none,5.07,26.51,42.06,0,0,No flags,0,18.13,0,LOW,15.2
07SAWRC7309U3ZI,0,none,12.98,21.84,23.65,0,20,4 missing returns (high),1,18.59,0,LOW,14.87
24OHRVQ8406U4Z0,0,none,4.99,29.56,34.3,0,8,1 missing return(s),1,18.34,0,LOW,15.14
32NMJZQ6295R8ZX,0,none,2.5,17.35,42.77,0,20,New company (1yr) with high turnover,1,18.71,0,LOW,15.3
20WHAQY2322O1ZX,0,none,9.81,16.32,28.75,0,28,3 missing returns (high) | Invoice match rate 82%,2,18.84,0,LOW,14.98
22TPFPT3386Y7ZE,0,none,12.93,18.99,26.52,0,20,4 missing returns (high),1,18.78,0,LOW,16.87
20YSNYE9680I3ZN,0,none,12.94,10.48,37.42,0,16,1 missing return(s) | Invoice match rate 83%,2,18.89,0,LOW,19.07
02JOGLY5523W8ZR,0,none,7.63,30.89,29.24,0,8,1 missing return(s),1,18.35,0,LOW,15.57
33MOHCA5553Q6ZC,0,none,10.66,13.92,37.15,0,16,1 missing return(s) | Invoice match rate 84%,2,18.86,0,LOW,18.67
09IQVSE1594H1Z8,0,none,1.34,33.86,39.83,0,0,No flags,0,18.11,0,LOW,14.97
20OJJQX3837R6Z5,0,none,2.54,26.55,40.61,0,8,2 missing return(s),1,18.28,0,LOW,14.65
08JZINU8007B4ZT,0,none,7.68,8.19,51.79,0,8,2 missing return(s),1,18.79,0,LOW,20.14
11GAWIP0413J6Z7,0,none,23.53,4.62,37.95,0,0,No flags,0,17.93,0,LOW,15.06
18DTZVD3713K2ZE,0,none,8.2,17.08,42.15,0,8,Invoice match rate 81%,1,18.38,0,LOW,16.08
21PTEEK1474R1ZE,0,none,1.55,25.8,37.870000000000005,0,16,2 missing return(s) | Invoice match rate 79%,2,18.73,0,LOW,16.97
36OJUTP7936Z9ZS,0,none,7.79,16.15,38.77,0,16,2 missing return(s) | Invoice match rate 82%,2,19.0,0,LOW,20.22
02ZGORS9545W2ZC,0,none,7.97,18.2,41.28,0,8,1 missing return(s),1,18.32,0,LOW,15.68
19UBLCC9370H8ZN,0,none,0.94,22.3,47.02,0,8,1 missing return(s),1,18.39,0,LOW,15.79
02DJYAC3260Z9ZU,0,none,4.6,16.2,40.82,0,20,3 missing returns (high),1,18.62,0,LOW,14.92
33PUIRJ1673Z5ZV,0,none,14.78,14.25,40.44,0,0,No flags,0,18.03,0,LOW,15.61
13QPDYE5057O8ZH,0,none,14.06,9.01,41.89,0,8,1 missing return(s),1,18.24,0,LOW,15.41
29VAILE7974Q3ZT,0,none,7.47,18.15,41.96,0,8,2 missing return(s),1,18.32,0,LOW,15.76
14HFFOG5937P8Z3,0,none,3.71,23.91,36.64,0,16,2 missing return(s) | Invoice match rate 84%,2,18.59,0,LOW,15.92
24KXWWP8176A5ZS,0,none,4.42,20.93,38.620000000000005,0,16,1 missing return(s) | Invoice match rate 80%,2,19.05,0,LOW,20.59
08LURNY0198G7ZN,0,none,5.51,24.34,38.48,0,8,1 missing return(s),1,18.24,0,LOW,14.84
10WSSXY9043M5Z4,0,none,15.01,7.21,42.25,0,8,1 missing return(s),1,18.13,0,LOW,14.61
05JIRCH2639T9ZS,0,none,10.95,14.38,40.760000000000005,0,8,2 missing return(s),1,18.53,0,LOW,18.38
36SEZVM6831W9ZJ,0,none,10.68,19.34,36.18,0,8,Invoice match rate 79%,1,18.17,0,LOW,14.74
12WVZEE8362Z3ZP,0,none,16.64,10.65,41.33,0,0,No flags,0,17.93,0,LOW,15.04
13SPBDH0942W3ZY,0,none,12.69,11.12,41.58,0,8,Invoice match rate 85%,1,18.27,0,LOW,15.9
23LJLPP5984B6Z8,0,none,3.77,18.21,42.16,0,16,1 missing return(s) | Invoice match rate 73%,2,18.45,0,LOW,14.74
04ESNZX9406G8ZE,0,none,8.12,21.81,32.45,0,16,1 missing return(s) | Invoice match rate 77%,2,18.37,0,LOW,14.36
11UNKGO9187L4ZY,0,none,2.71,12.79,41.870000000000005,0,28,3 missing returns (high) | Invoice match rate 79%,2,18.91,0,LOW,15.9
04DNWHD4676N8Z6,0,none,8.52,9.76,43.97,0,16,1 missing return(s) | Invoice match rate 85%,2,18.47,0,LOW,15.38
27HZJMV5422C7ZB,0,none,3.14,18.36,35.69,0,28,3 missing returns (high) | Invoice match rate 81%,2,18.8,0,LOW,14.91
04PQGJP7811F3Z5,0,none,11.5,25.73,33.42,0,0,No flags,0,18.01,0,LOW,15.44
22PJUHG0237E7ZU,0,none,15.01,16.61,32.79,0,8,1 missing return(s),1,18.18,0,LOW,15.28
21HHPMT5354C9Z7,0,none,10.25,21.07,39.79,0,0,No flags,0,17.97,0,LOW,15.02
32MIZHP2728P9ZK,0,none,4.0,21.2,36.41,0,20,3 missing returns (high),1,18.58,0,LOW,15.01
18QOYSW4500I7Z7,0,none,14.58,12.16,37.81,0,8,1 missing return(s),1,18.1,0,LOW,14.57
03LSORM9525B2ZU,0,none,4.89,26.71,41.59,0,0,No flags,0,18.03,0,LOW,15.34
23TOLTG3366Q2Z5,0,none,9.93,16.69,39.75,0,8,2 missing return(s),1,18.2,0,LOW,15.23
09QVEFZ4936D4Z9,0,none,7.83,16.19,38.39,0,16,1 missing return(s) | Invoice match rate 82%,2,18.42,0,LOW,15.05
13DCIXT6424Q7ZU,0,none,5.56,17.9,44.63,0,8,1 missing return(s),1,18.37,0,LOW,16.67
32SHPVE2874V3ZG,0,none,5.12,37.99,25.16,0,8,1 missing return(s),1,18.16,0,LOW,14.5
33YHFPV4321R9ZM,0,none,2.15,25.6,36.91,0,16,1 missing return(s) | Invoice match rate 84%,2,18.53,0,LOW,15.69
32KCMJB1000P9Z1,0,none,9.37,22.03,39.95,0,0,No flags,0,17.87,0,LOW,14.24
13XHZSX4804K3ZS,0,none,8.26,21.27,42.24,0,0,No flags,0,17.98,0,LOW,15.34
15WTDKS3465I6ZV,0,none,7.1,14.71,40.85,0,16,1 missing return(s) | Invoice match rate 81%,2,18.4,0,LOW,14.83
12CCUTQ7323T8ZJ,0,none,5.25,12.86,42.83,0,20,3 missing returns (high),1,18.61,0,LOW,15.84
11JYWDR8778W8ZL,0,none,17.4,11.36,39.34,0,0,No flags,0,17.9,0,LOW,15.28
32XXGAW2392F3Z3,0,none,16.11,11.52,40.97,0,0,No flags,0,18.02,0,LOW,16.38
36NDBFQ1912H6ZK,0,none,10.94,9.86,45.08,0,8,1 missing return(s),1,18.12,0,LOW,14.74
17DAQLQ8946I5ZR,0,none,4.22,20.84,43.44,0,8,1 missing return(s),1,18.12,0,LOW,14.36
33MLIMR5448R6ZH,0,none,4.78,17.67,45.83,0,8,1 missing return(s),1,18.17,0,LOW,14.82
27IYLJO1426V7ZS,0,none,4.14,17.26,39.91,0,20,3 missing returns (high),1,18.94,0,LOW,19.23
02SYWKH5353F6ZL,0,none,2.9,22.79,48.06,0,0,No flags,0,17.98,0,LOW,15.24
15SZLWA2126D6ZU,0,none,12.33,9.51,43.36,0,8,1 missing return(s),1,18.14,0,LOW,15.27
20DHLIK0104K2ZF,0,none,6.96,16.42,48.76,0,0,No flags,0,17.99,0,LOW,15.62
05DSQID0600V5Z3,0,none,4.87,15.09,43.41,0,16,1 missing return(s) | Invoice match rate 76%,2,18.43,0,LOW,15.37
04KWBAW9731D5ZO,0,none,7.7,20.93,38.370000000000005,0,8,2 missing return(s),1,18.2,0,LOW,15.67
01HXTUG5359U5ZL,0,none,2.6,22.23,37.02,0,20,3 missing returns (high),1,18.79,0,LOW,17.8
03DTAOK8875R2ZH,0,none,5.62,13.8,43.53,0,16,2 missing return(s) | Invoice match rate 82%,2,18.43,0,LOW,15.72
15FZZLN6295R4ZC,0,none,5.28,9.48,45.91,0,20,3 missing returns (high),1,18.42,0,LOW,14.49
21ORRQH4612K4ZS,0,none,14.71,7.64,41.77,0,8,1 missing return(s),1,18.06,0,LOW,14.92
12JGIPO9431R8ZU,0,none,4.47,24.33,39.43,0,8,2 missing return(s),1,18.15,0,LOW,15.05
05KJVVO8559W2Z5,0,none,7.79,16.25,42.82,0,8,1 missing return(s),1,18.17,0,LOW,15.56
02GQAQX8068C2ZH,0,none,9.51,14.03,47.36,0,0,No flags,0,17.95,0,LOW,15.89
01GCAZV4694E4Z5,0,none,8.86,19.11,38.39,0,8,Invoice match rate 84%,1,18.18,0,LOW,15.92
08HODSU0247D1Z5,0,none,6.31,12.48,43.78,0,16,2 missing return(s) | Invoice match rate 83%,2,19.52,0,LOW,26.86
02QWWXL3065N3ZY,0,none,4.55,12.36,43.93,0,20,3 missing returns (high),1,18.78,0,LOW,18.33
09ERKNI9310X1ZT,0,none,6.58,14.89,40.93,0,16,2 missing return(s) | Invoice match rate 82%,2,18.33,0,LOW,15.16
20DWDNA1305P6ZF,0,none,3.39,13.92,39.19,0,28,2 missing return(s) | New company (1yr) with high turnover,2,18.68,0,LOW,14.98
12YREGZ2572X2ZK,0,none,2.12,20.91,38.75,0,20,3 missing returns (high),1,18.45,0,LOW,14.92
21QBXBR5500F4ZJ,0,none,9.62,18.63,42.55,0,0,No flags,0,17.93,0,LOW,15.8
27GRBCQ5002J9ZA,0,none,9.95,23.26,27.85,0,16,1 missing return(s) | Invoice match rate 75%,2,18.32,0,LOW,15.27
24PBOJZ5950W6ZW,0,none,3.76,15.91,43.84,0,16,1 missing return(s) | Invoice match rate 82%,2,18.28,0,LOW,14.49
09UGSKY9851E3ZD,0,none,6.79,24.09,36.16,0,8,1 missing return(s),1,18.08,0,LOW,15.03
11DBAPL6421O9ZH,1,circular_trading,15.95,11.16,36.29,0,8,Invoice match rate 79%,1,18.17,0,LOW,16.68
24AWNJJ8760Q6ZT,0,none,2.97,15.97,49.63,0,8,2 missing return(s),1,18.16,0,LOW,15.61
09VZHML1763R9ZJ,0,none,12.22,15.35,42.11,0,0,No flags,0,17.84,0,LOW,15.32
05XIGVF3078O2ZW,0,none,1.06,20.41,40.64,0,20,3 missing returns (high),1,18.52,0,LOW,15.7
03KSIST4839Z3ZN,0,none,14.08,29.6,20.4,0,8,Invoice match rate 81%,1,18.04,0,LOW,15.34
24MIEQB9998C4Z0,0,none,7.05,9.7,45.370000000000005,0,16,2 missing return(s) | Invoice match rate 83%,2,18.24,0,LOW,14.5
15NAWOO8657Q5ZZ,0,none,7.49,24.51,39.47,0,0,No flags,0,17.87,0,LOW,15.5
37KGSCC5505L5ZL,0,none,8.04,16.52,41.9,0,8,Invoice match rate 84%,1,18.03,0,LOW,14.81
13YDXHW7029L5Z7,0,none,8.61,14.35,43.28,0,8,Invoice match rate 83%,1,18.3,0,LOW,17.55
10CBHJZ4718I4Z7,0,none,13.35,9.49,41.48,0,8,Invoice match rate 82%,1,18.02,0,LOW,15.22
21GSFKZ9009G5ZA,0,none,12.32,9.83,42.57,0,8,1 missing return(s),1,18.56,0,LOW,20.59
12HLEVC4813N1ZW,0,none,1.97,21.63,40.44,0,16,2 missing return(s) | Invoice match rate 74%,2,18.62,0,LOW,18.17
07BRDTH9742H9ZI,0,none,3.26,27.43,30.44,0,20,3 missing returns (high),1,18.87,0,LOW,19.64
36NYQXM5520E4ZJ,0,none,8.91,15.46,41.69,0,8,1 missing return(s),1,18.14,0,LOW,16.16
29PIFVA7390C4Z6,0,none,3.74,22.06,37.510000000000005,0,16,1 missing return(s) | Invoice match rate 77%,2,18.89,0,LOW,21.0
05NILEA9687M4ZF,0,none,1.78,30.35,36.73,0,8,2 missing return(s),1,18.04,0,LOW,14.65
14TJHQH0114Z4ZH,0,none,19.07,11.14,36.52,0,0,No flags,0,17.74,0,LOW,15.3
12AJDCV8294O2Z6,0,none,17.56,4.86,40.1,0,8,1 missing return(s),1,18.01,0,LOW,15.72
09MEBZP0853Z7ZQ,0,none,16.62,20.78,25.51,0,8,1 missing return(s),1,17.97,0,LOW,15.2
19NKJHH7264N7ZM,0,none,6.58,20.72,39.6,0,8,Invoice match rate 84%,1,18.08,0,LOW,15.52
17ZBYTC4945W3ZM,0,none,15.4,2.4,40.78,0,16,1 missing return(s) | Invoice match rate 85%,2,18.2,0,LOW,15.24
37ZHZOM9841D6ZK,0,none,11.58,11.42,46.67,0,0,No flags,0,17.78,0,LOW,15.3
12SDYGA8750Q1ZZ,0,none,18.03,4.05,40.22,0,8,1 missing return(s),1,17.95,0,LOW,15.22
19CYITP9199F5Z7,0,none,10.24,12.99,42.21,0,8,1 missing return(s),1,17.95,0,LOW,14.53
20LFWOP0830V6ZY,0,none,11.11,23.81,30.14,0,8,2 missing return(s),1,18.19,0,LOW,17.08
36TIUKD1210H6Z8,0,none,2.94,13.59,44.6,0,20,3 missing returns (high),1,18.35,0,LOW,14.64
29EUGEN0995E8Z0,0,none,11.15,16.66,42.05,0,0,No flags,0,17.79,0,LOW,15.27
36RWDYN4211Y4Z4,0,none,12.28,10.45,41.83,0,8,1 missing return(s),1,18.3,0,LOW,18.39
23ZGQXI7760L8ZS,0,none,5.12,19.61,37.91,0,16,1 missing return(s) | Invoice match rate 82%,2,18.4,0,LOW,16.54
02WIETR9209E4ZJ,0,none,1.35,19.53,36.06,0,28,1 missing return(s) | New company (1yr) with high turnover,2,18.57,0,LOW,14.51
05DMBPF7268N3ZL,0,none,13.83,11.99,38.14,0,8,1 missing return(s),1,17.83,0,LOW,13.76
05UNYPS8743A2ZD,0,none,11.15,10.23,38.86,0,16,1 missing return(s) | Invoice match rate 82%,2,18.37,0,LOW,16.62
24KCTRV2948B9ZB,0,none,2.11,34.76,36.54,0,0,No flags,0,17.92,0,LOW,15.99
22NOQIS2969R8Z3,0,none,2.04,19.32,40.08,0,20,3 missing returns (high),1,18.63,0,LOW,17.54
20BOIXL0077J8ZE,0,none,0.53,29.25,27.39,0,28,3 missing returns (high) | Invoice match rate 78%,2,19.8,0,LOW,26.96
13FJJKY1050K6ZE,0,none,5.41,12.16,49.68,0,8,1 missing return(s),1,17.94,0,LOW,14.34
16YKQKQ9409C1Z6,0,none,15.37,8.61,39.28,0,8,Invoice match rate 84%,1,17.97,0,LOW,15.46
16UPHTO2578T7ZD,0,none,0.98,27.42,40.61,0,8,1 missing return(s),1,18.31,0,LOW,17.71
27VFNPW1788C2Z3,0,none,8.12,15.37,37.84,0,16,2 missing return(s) | Invoice match rate 83%,2,18.52,0,LOW,18.15
37MLFRU5040N9ZI,0,none,7.52,16.96,41.89,0,8,1 missing return(s),1,18.12,0,LOW,16.36
11NAAMX2042G5ZN,0,none,2.15,20.25,38.89,0,20,3 missing returns (high),1,18.75,0,LOW,18.94
09LYKXQ6775N6ZE,0,none,9.6,12.7,43.18,0,8,1 missing return(s),1,17.95,0,LOW,14.94
02KPVWS9658C7ZY,0,none,9.73,15.67,44.79,0,0,No flags,0,17.69,0,LOW,14.74
32OCKLE1586X3Z0,0,none,13.99,5.1,44.61,0,8,Invoice match rate 83%,1,17.94,0,LOW,15.23
20WZJRO2190B4Z6,0,none,5.51,10.97,38.61,0,28,1 missing return(s) | New company (1yr) with high turnover,2,18.58,0,LOW,15.43
01VLBDK9885T8ZH,0,none,4.96,17.06,45.27,0,8,2 missing return(s),1,17.91,0,LOW,14.31
01CAMAO3950Y6ZB,0,none,10.0,22.8,37.23,0,0,No flags,0,17.73,0,LOW,15.27
37FARSC9563I7ZY,0,none,9.17,23.33,37.84,0,0,No flags,0,17.77,0,LOW,15.62
13HARJA6631K4ZD,0,none,19.15,1.34,41.04,0,8,1 missing return(s),1,17.93,0,LOW,15.85
15WTVMC5257E2Z5,0,none,10.48,10.42,44.11,0,8,2 missing return(s),1,17.91,0,LOW,14.85
11KKWPR1443N7ZA,0,none,3.83,23.61,33.02,0,20,3 missing returns (high),1,18.78,0,LOW,19.71
